"ID","POBJECTS_ID_FLD","FTYPE","FIELDLENGTH","DATASCALE","REMARK","PERSONS_ID_UPD","UPDATE_IP","CREATED_AT","EXPIREDATE","UPDATED_AT","DATAPRECISION","SEQNO","CONTENTS"
2341,6901,"char",3,0,,0,"127.0.0.1",2014/07/13 16:04:37.220,2099/12/31,2017/01/10 20:11:15,0,100," in:入り　out:出 con:消費　ret:装置等の戻し　stk:在庫計上(puractsとprdactsの時）
"
2361,6943,"number",0,0,,0,,2014/07/15 19:55:04.351,2099/12/31,2014/07/15 19:55:04.351,0,0,"tblinksのコピー元画面"
2383,7018,"timestamp(6)",0,0,,0,"127.0.0.1",2014/07/18 6:47:45.724,2099/12/31,2017/03/18 20:41:55,0,0,"完成日、完了日"
2384,7017,"varchar2",4000,0,,0,"127.0.0.1",2014/07/18 6:48:04.980,2099/12/31,2014/07/18 6:48:04.980,0,0,"　"
2385,7023,"char",1,0,,0,"127.0.0.1",2014/07/18 20:29:30.008,2099/12/31,2016/12/28 14:15:02,0,0,"xxxSCHSからmkordsを利用してxxxORDSを作成するしない。
0:しない(手動)   xxxxx_shpordsで作成
1：一括作成　confirm=1 mkordsでordを一括作成
2:仮のxxxORDSを一括作成 confirm=0
・データ作成後、外部へ送信して初めて確定となるケースを想定。 テーブルmkordsをベースに作成。
・印刷し注文(作業指示)するケースを想定

以下、消費又は出庫対応。mkordsを定期的に実行することを想定。
a:自身の在庫がそろったら、出荷または出庫
　品目毎、プロジェクト毎まとめて出庫・出荷される。
  出庫・出荷の時指定する。
A:a+親のオーダー作成。
B:親のオーダ発行に対して在庫は必須
　子の出庫指示も行う
C:親のオーダー発行に対してオーダー又は指示、在庫であること
　子の出庫指示も行う
D:親のオーダ発行と一緒に出庫指示
A,B,CDの時親は0,1,2であること。"
2401,7040,"char",1,0,,0,"127.0.0.1",2014/07/19 0:30:03.386,2099/12/31,2014/07/19 0:30:03.386,0,0,"事項タイミング　0:一時的　1:毎日"
2402,7041,"number",0,0,,0,"127.0.0.1",2014/07/19 0:30:54.956,2099/12/31,2015/02/01 19:38:04.654,2,0,"実行タイミング　-1すぐ実行　0から23。 0時から23時で毎日実行  clockworkによって  未処理データ(result_f= '0')が作成される。"
2405,7042,"number",0,0,,0,"127.0.0.1",2014/07/19 1:08:49.804,2099/12/31,2014/07/19 1:08:49.804,3,0,
2421,7076,"varchar2",4000,0,,0,"127.0.0.1",2014/07/19 10:39:01.516,2099/12/31,2014/07/19 10:39:01.516,0,0,"対策"
2441,7128,"char",1,0,,0,"127.0.0.1",2014/07/19 12:32:01.637,2099/12/31,2014/10/09 20:38:54.934,0,0," 結果　フラグ　0:未処理 1:normal end  9:error"
2442,7129,"varchar2",256,0,,0,"127.0.0.1",2014/07/19 12:33:14.567,2099/12/31,2014/10/25 0:55:43.509,0,0,"undefined"
2464,1653,"number",22,0,,0,"127.0.0.1",2014/07/21 15:11:08.611,2099/12/31,2014/07/21 15:11:08.611,0,0,
2465,7171,"char",1,0,,0,"127.0.0.1",2014/07/22 22:33:59.448,2099/12/31,2014/07/22 22:33:59.448,0,0,"完成フラグ　0:未完 1:完了
"
2466,7172,"varchar2",30,0," ",0,"127.0.0.1",2014/07/22 22:48:40.103,2099/12/31,2014/07/22 22:48:40.103,0,0,"画面又はexcel取り込みの、源流テーブル
"
2467,7173,"number",0,0," ",0,"127.0.0.1",2014/07/22 22:48:58.151,2099/12/31,2014/07/22 22:48:58.151,0,0,"
"
2471,7191,"number",22,0," from oracle",0,"127.0.0.1",2014/07/26 6:52:07.130,2099/12/31,2015/09/19 12:30:23.543,0,3,"undefined"
2481,7262,"varchar2",15,0,,0,"127.0.0.1",2014/07/26 18:01:08.367,2099/12/31,2014/08/09 14:59:56.185,0,0,"前(before)か後(after)か"
2503,7306,"number",22,0," ",0,"127.0.0.1",2014/07/30 22:28:38.239,2099/12/31,2014/07/30 22:28:38.239,0,0,
2521,7397,"varchar2",400,0,,0,"127.0.0.1",2014/08/09 4:34:05.739,2099/12/31,2014/12/01 19:50:37.526,0,100,
2541,7581,"char",1,0,,0,"127.0.0.1",2014/08/22 0:42:07.442,2099/12/31,2014/08/22 0:42:07.442,0,0,"m:手動又はa:自動"
2561,7621,"char",1,0,,0,"127.0.0.1",2014/08/23 15:43:12.201,2099/12/31,2014/09/29 22:22:55.064,0,0,"1:現在のopeitms,nditmsから trngannts作成
2:trngantts削除して、opeitms,nditmsから再作成"
2601,7701,"number",22,0," from oracle",0,"127.0.0.1",2014/09/06 13:51:24.562,2099/12/31,2015/09/19 12:27:51.321,0,2,"undefined"
2621,7741,"number",22,0," from oracle",0,"127.0.0.1",2014/09/06 17:08:03.780,2099/12/31,2014/09/06 17:08:03.780,0,0,"同一item_coseに複数の作業工程がある時の順番
stkhistsの工程毎の在庫場所を示すためのkey
999が最終工程になる。"
2641,7805,"date",0,0,,0,"127.0.0.1",2014/09/14 13:20:38.255,2099/12/31,2014/09/14 13:20:38.255,0,0,
2642,6561,"varchar2",250,0,,0,"127.0.0.1",2014/09/14 13:23:07.919,2099/12/31,2014/10/04 21:53:49.487,0,0,"undefined"
2661,7938,"number",0,0,,0,"127.0.0.1",2014/09/22 21:14:24.670,2099/12/31,2014/09/27 21:49:57.149,3,0,
2662,7940,"number",22,4,,0,"127.0.0.1",2014/09/22 21:22:46.739,2099/12/31,2015/06/09 0:40:57.870,16,0,"undefined"
2667,7981,"timestamp(6)",0,0," from oracle",0,"127.0.0.1",2014/09/23 10:46:11.270,2099/12/31,2014/09/23 10:46:11.270,0,0,"予定納期"
2668,7982,"number",22,0," from oracle",0,"127.0.0.1",2014/09/23 10:46:39.671,2099/12/31,2015/09/19 12:28:00.903,0,2,"undefined"
2681,8026,"varchar2",50,0,,0,"127.0.0.1",2014/09/26 20:24:39.101,2099/12/31,2016/09/19 10:14:49,0,0,"未定の時　dummy"
2721,8102,"number",22,4,,0,"127.0.0.1",2014/10/05 1:58:13.252,2099/12/31,2014/10/05 1:58:13.252,0,0,"undefined"
2746,8122,"varchar2",250,0,,0,"127.0.0.1",2014/10/05 16:51:12.858,2099/12/31,2014/10/05 16:51:12.858,0,0,"undefined"
2761,8227,"char",2,0,,0,"127.0.0.1",2014/10/11 0:47:39.684,2099/12/31,2014/10/11 0:47:39.684,0,0,
2781,8343,"char",1,0,,0,"127.0.0.1",2014/10/21 20:50:37.298,2099/12/31,2014/10/21 20:50:37.298,0,0,"自身の引当て順序
 null又は0 納期遅れなし予定　-->在庫　--> 納期遅れを含む予定
1:在庫の時のみ引き当てる。　一部在庫も含む
2:全数在庫に引きあたったときのみ　引当て"
2801,8385,"varchar2",42,0," from oracle",0,"127.0.0.1",2014/10/22 23:31:24.154,2099/12/31,2015/09/18 17:47:07.065,0,0,"検索用"
2866,8564,"number",22,0," from oracle",0,"127.0.0.1",2014/10/25 15:50:59.109,2099/12/31,2015/09/19 12:30:49.510,0,3,"undefined"
2867,8565,"number",22,0," from oracle",0,"127.0.0.1",2014/10/25 15:51:56.262,2099/12/31,2015/09/19 12:27:22.416,0,2,"undefined"
2873,8568,"number",22,0," from oracle",0,"127.0.0.1",2014/10/25 16:01:35.334,2099/12/31,2015/09/19 12:27:14.956,0,2,"undefined"
2875,8569,"number",22,0," from oracle",0,"127.0.0.1",2014/10/25 16:04:30.341,2099/12/31,2015/09/19 12:30:31.326,0,3,"undefined"
2876,8572,"number",22,0," persons_id_chrg  -->chrgpersons_id",0,"127.0.0.1",2014/10/25 16:06:46.657,2099/12/31,2014/10/25 16:08:00.473,0,0,"undefined"
2901,8721,"varchar2",50,0," from oracle",0,"127.0.0.1",2014/10/25 21:33:47.663,2099/12/31,2014/10/25 21:33:47.663,0,0,"undefined"
2904,8724,"varchar2",50,0," from oracle",0,"127.0.0.1",2014/10/25 21:34:22.577,2099/12/31,2014/10/25 21:34:22.577,0,0,"undefined"
2922,8742,"varchar2",18,0,,0,"127.0.0.1",2014/10/26 0:53:33.659,2099/12/31,2015/09/18 17:42:26.728,0,0,"mkxxxxででレコードの選択に使用
データ抽出に使用するので、タイプはvarchar"
2941,8781,"varchar2",50,0," from oracle",0,"127.0.0.1",2014/10/26 18:07:00.261,2099/12/31,2014/10/26 18:07:00.261,0,0,"undefined"
2942,8782,"varchar2",50,0," from oracle",0,"127.0.0.1",2014/10/26 18:08:50.172,2099/12/31,2014/10/26 18:08:50.172,0,0,"undefined"
2961,8801,"number",22,2," from oracle",0,"127.0.0.1",2014/10/28 1:17:33.506,2099/12/31,2014/10/28 1:17:33.506,0,0,"丸め"
2981,8821,"number",0,0,,0,"127.0.0.1",2014/10/28 21:31:24.252,2099/12/31,2014/10/28 21:31:24.252,0,0,"入れ物の単位　瓶　缶　リール　巻"
3001,8841,"number",0,0,,0,"127.0.0.1",2014/10/28 23:08:03.100,2099/12/31,2014/10/28 23:17:20.566,0,0,"購入単位
1瓶　10cc入っている油を 50個詰にして1箱として販売しているとき　50瓶が購入単位"
3003,8842,"number",0,0,,0,"127.0.0.1",2014/10/28 23:34:49.834,2099/12/31,2014/10/28 23:34:49.834,0,0,"製造　購入　出庫で使用する単位"
3021,8861,"number",22,0,,0,"127.0.0.1",2014/10/29 19:27:39.740,2099/12/31,2015/10/03 21:10:23.216,0,0,"瓶、リールの数
整数であること。"
3041,8881,"char",1,0,,0,"127.0.0.1",2014/10/30 0:29:55.586,2099/12/31,2015/08/26 22:47:39.909,0,0,"1:confirm  0:仮　5:確認済　印刷後又はデータ送信後　1となる。
T:test"
3061,8902,"varchar2",30,0," ",0,"127.0.0.1",2014/11/01 13:01:54.430,2099/12/31,2014/11/01 13:01:54.430,0,0,
3062,8903,"varchar2",30,0," ",0,"127.0.0.1",2014/11/01 13:02:14.825,2099/12/31,2014/11/01 13:02:14.825,0,0,
3063,8904,"number",22,0,,0,"127.0.0.1",2014/11/01 13:02:55.387,2099/12/31,2014/11/01 13:02:55.387,0,0,"srctblnameのid"
3064,8905,"number",22,0,,0,"127.0.0.1",2014/11/01 13:03:19.948,2099/12/31,2014/11/01 13:03:19.948,0,0,"destblnameのid"
3081,9081,"number",0,0,,0,"127.0.0.1",2014/11/02 22:58:21.335,2099/12/31,2014/11/02 22:58:21.335,0,0,"入れ物の単位　瓶　缶　リール　巻 購入時"
3124,9204,"number",22,0," from oracle",0,,2014/11/14 20:04:31.597,2099/12/31,2014/11/14 20:04:31.597,38,,
3125,9205,"number",22,0," from oracle",0,,2014/11/14 20:04:31.627,2099/12/31,2014/11/14 20:04:31.627,38,,
3161,9302,"number",22,0,,0,"127.0.0.1",2014/11/21 23:30:31.656,2099/12/31,2014/11/21 23:30:31.656,0,0,"入力件数"
3162,9303,"number",22,0,,0,"127.0.0.1",2014/11/21 23:30:56.147,2099/12/31,2014/11/21 23:30:56.147,0,0,"出力件数"
3163,9304,"number",22,4,,0,"127.0.0.1",2014/11/21 23:31:36.061,2099/12/31,2014/11/21 23:31:36.061,0,0,"入力数量"
3164,9305,"number",22,4,,0,"127.0.0.1",2014/11/21 23:32:06.752,2099/12/31,2014/11/21 23:32:06.752,0,0,"出力数量"
3165,9306,"number",22,4,,0,"127.0.0.1",2014/11/21 23:32:37.467,2099/12/31,2014/11/21 23:32:37.467,0,0,"入力金額"
3166,9307,"number",22,4,,0,"127.0.0.1",2014/11/21 23:33:10.418,2099/12/31,2014/11/21 23:33:10.418,0,0,"出力金額"
3167,9308,"number",22,0,,0,"127.0.0.1",2014/11/21 23:33:37.754,2099/12/31,2014/11/21 23:33:37.754,0,0,"読み飛ばし件数"
3168,9309,"number",22,4,,0,"127.0.0.1",2014/11/21 23:34:19.468,2099/12/31,2014/11/21 23:34:19.468,0,0,"読み飛ばされた数量"
3169,9310,"number",22,4,,0,"127.0.0.1",2014/11/21 23:34:46.557,2099/12/31,2014/11/21 23:34:46.557,0,0,"読み飛ばされた金額"
3201,9387,"number",22,4,,0,"127.0.0.1",2014/11/25 21:21:44.432,2099/12/31,2014/11/25 21:21:44.432,0,0,"undefined"
3202,9388,"number",22,4,,0,"127.0.0.1",2014/11/25 21:21:52.588,2099/12/31,2014/11/25 21:21:52.588,0,0,"undefined"
3205,9426,"varchar2",40,0,,0,"127.0.0.1",2014/11/29 15:11:57.955,2099/12/31,2015/08/05 19:03:01.396,0,0,"得意先、業者、又は作業現場からのｋｅｙ
必須項目"
3221,9503,"varchar2",30,0,,0,"127.0.0.1",2014/12/06 20:40:30.112,2099/12/31,2015/05/06 11:00:33.420,0,0,"レコードの照会、更新
　/_add_/ 追加
 /_edit_/ 更新
 /_delete_/ 削除

入力タイプ
　/_screen_/画面
　/_sheet_/ excel
その他
　/_reply_/ 回答"
3241,8570,"number",22,0," persons_id_chrg  -->chrgpersons_id",0,"127.0.0.1",2014/12/07 9:14:15.835,2099/12/31,2014/12/07 9:14:15.835,0,0,"undefined"
3261,9543,"number",22,0,,0,"127.0.0.1",2014/12/07 11:18:00.696,2099/12/31,2014/12/07 11:18:00.696,0,0,"出力件数"
3262,9544,"varchar2",42,0," from oracle",0,"127.0.0.1",2014/12/07 11:19:28.549,2099/12/31,2015/09/18 17:45:53.312,0,0,"検索用"
3281,9602,"char",1,0," from oracle",0,"127.0.0.1",2014/12/14 11:42:27.634,2099/12/31,2017/02/14 19:40:41,0,0,"nil,0:シャッフルしない 　一度引き当てたら引当て変更は自動ではしない。初期は登録順に在庫、指示、オーダ順に引き当てる。　1:納期順にシャッフルし在庫にひきあてる。　2:納期順にシャッフルするが在庫が外れ、納期(xxxinsts)が遅くなる時は納期範囲内であること。納期遅れをだし遅くなる時はそのまま。
"
3282,9603,"varchar2",10,0,,0,"127.0.0.1",2014/12/14 16:56:28.012,2099/12/31,2015/11/29 11:17:23,0,0,"購入時　瓶単位、巻単位,リール単位で買ったときそれを識別する番号"
3283,9604,"char",1,0,,0,"127.0.0.1",2014/12/14 19:13:50.165,2099/12/31,2015/09/26 17:12:00.258,0,0,"1:場所違い(!= locas_id)でも、出庫オーダを作成して引き当てる。"
3285,9606,"varchar2",40,0," from oracle",0,"127.0.0.1",2014/12/19 20:25:56.621,2099/12/31,2017/01/14 21:46:36,0,0,"instsの元のテーブルxxxordsのsno
xxxordsをまとめてinstsを作成する時にはdummyをセットする。
内訳はテーブルordsinsthdrsにセットされる。"
3301,9621,"char",1,0,,0,"127.0.0.1",2014/12/20 7:02:20.572,2099/12/31,2016/11/27 1:43:23,0,0,"instsはまとめてくることが条件
0:Σinst qty != ord qty なら　エラーとして　instsに取り込まない。ord分割の時
1:Σinst qty  =< ord qty なら取り込み　ord qty はΣinst qtyとする。
2:Σinst qty  => ord qty なら取り込み　ord qty はΣinst qtyとする。
3:ord qty はΣinst qtyとする。
5:inst qty = Σord qty とする。　　ordをまとめて指示の時"
3302,9622,"number",0,0," from oracle",0,"127.0.0.1",2014/12/20 7:05:20.204,2099/12/31,2014/12/20 7:05:20.204,3,0,"chkord 1,2,3の時　の許容値　% null,100 は無条件の許可　0%は0と同じ"
3321,9627,"varchar2",40,0," from oracle",0,"127.0.0.1",2014/12/20 20:10:26.831,2099/12/31,2015/08/05 19:05:01.029,0,0,"必須項目"
3323,9628,"number",0,0,,0,"127.0.0.1",2014/12/20 20:28:05.002,2099/12/31,2014/12/20 20:28:05.002,0,0,"undefined"
3341,9681,"varchar2",2000,0," from oracle",0,"127.0.0.1",2014/12/22 18:24:20.229,2099/12/31,2014/12/22 18:24:20.229,0,0,"undefined"
3361,9721,"varchar2",40,0," from oracle",0,"127.0.0.1",2014/12/26 19:56:55.978,2099/12/31,2015/09/19 11:45:54.329,0,0,"xxxactsにセットされる。"
3381,9741,"char",1,0,,0,"127.0.0.1",2014/12/27 14:16:43.326,2099/12/31,2016/12/28 15:59:33,0,0,"1:自動作成"
3421,9981,"timestamp(6)",0,0,,0,"127.0.0.1",2015/01/04 15:11:45.242,2099/12/31,2015/01/22 9:56:15.493,0,0,"受入日
完成日　完成して該当部署で受け取った日"
3441,10022,"timestamp(6)",0,0," from oracle",0,"127.0.0.1",2015/01/08 22:25:36.472,2099/12/31,2015/01/08 22:25:36.472,0,0,"作業開始日"
3442,10023,"char",1,0," from oracle",0,"127.0.0.1",2015/01/08 22:33:21.695,2099/12/31,2015/02/17 20:11:05.930,0,0,"作業開始フラグ　1:開始済"
3443,10025,"number",0,0,,0,"127.0.0.1",2015/01/10 10:18:52.746,2099/12/31,2015/09/19 12:30:16.616,0,3,"undefined"
3461,10220,"char",1,0,,0,"127.0.0.1",2015/01/27 20:08:54.834,2099/12/31,2015/01/27 20:11:11.044,0,10,"契約フラグ"
3462,10221,"char",1,0,,0,"127.0.0.1",2015/01/27 22:46:55.826,2099/12/31,2015/06/21 16:16:00.919,0,10,"単価契約フラグ
1:発注日ベース　2:納期ベース　3:受入日ベース   4:出荷日ベース　5:検収ベース  
7:出荷日までに決定する単価　8:受入日までに決定する単価　
9:単価決定=検収日
X:社内単価未定"
3463,10223,"char",1,0,,0,"127.0.0.1",2015/01/27 23:57:22.609,2099/12/31,2015/04/06 19:58:02.950,0,10,"単価入力時のルール
0:単価入力不可　 マスタの単価のみを使用する。
"
3484,10502,"varchar2",40,0,,0,"127.0.0.1",2015/02/20 20:22:32.706,2099/12/31,2015/02/20 20:22:32.706,0,0,"注文単位別key  ユニーク性は保証されない。 
一枚の注文書に複数の品目がある時、その注文書の識別key"
3492,10504,"number",3,0," from oracle",0,"127.0.0.1",2015/02/20 20:34:21.646,2099/12/31,2015/02/20 20:34:21.646,0,0,"undefined"
3493,10505,"varchar2",40,0,,0,"127.0.0.1",2015/02/20 20:55:41.091,2099/12/31,2015/08/05 19:03:39.974,0,0,"得意先からのｋｅｙ
受注オーダと受注納入指示の紐つけｋｅｙ
(custs_id+itms_id+cnoでユニークｋｅｙになる。）
必須項目"
3501,10541,"number",22,0," from oracle",0,"127.0.0.1",2015/02/21 17:49:03.999,2099/12/31,2015/02/21 17:49:03.999,0,0,"undefined"
3541,10590,"number",0,0,,0,"127.0.0.1",2015/02/23 19:49:39.028,2099/12/31,2015/02/23 19:50:46.307,0,0,"undefined"
3543,10591,"number",22,0," persons_id_chrg  -->chrgpersons_id",0,"127.0.0.1",2015/02/23 20:09:18.854,2099/12/31,2015/02/23 20:09:18.854,0,0,"undefined"
3561,10642,"varchar2",100,0,,0,"127.0.0.1",2015/02/26 23:41:08.946,2099/12/31,2015/02/26 23:41:08.946,0,0,"・custestsとcustordsの紐つけkey anoを用意する。 
・anoはcustschsとcustordsにセットされる。 
・anoはユニークkeyにならない。 
・ano にitm_code,prjnos_codeは必須 
　得意先又は担当者又は部署等もkeyとして付加する。 "
3581,10676,"char",2,0," from oracle",0,"127.0.0.1",2015/02/27 23:09:48.761,2099/12/31,2015/02/27 23:09:48.761,0,0,"00:""00""+品目コード
09:""09""+品目コード+得意先コード"
3601,10861,"number",3,0,,0,"127.0.0.1",2015/03/01 13:17:03.600,2099/12/31,2015/03/01 13:17:03.600,0,0,"開始日を基準にxxxestsからxxxschsに変換するまでの日数
-1 直ぐ
例　7 七日後　（稼働日考慮なし）　-->稼働日考慮に修正予定
999　変換しない。 "
3621,10881,"char",1,0,,0,"127.0.0.1",2015/03/12 14:36:24.834,2099/12/31,2015/03/12 14:36:24.834,0,0,"1:棚卸対象
"
3641,10921,"varchar2",40,0," from oracle",0,"127.0.0.1",2015/03/19 16:49:41.051,2099/12/31,2015/08/05 19:04:50.919,0,0,"必須項目"
3681,10961,"varchar2",2,0," from oracle",0,"127.0.0.1",2015/03/20 23:28:28.573,2099/12/31,2015/03/20 23:28:28.573,0,0,"amt = qty * price 時の有効桁数での丸め処理
-1:切り捨て　2:四捨五入 3:切り上げ"
3701,10981,"char",1,0,,0,"127.0.0.1",2015/03/21 10:50:09.646,2099/12/31,2016/01/10 17:52:37,0,0,"1:入庫の時　入庫もとがdealersに登録されているとき、入庫もとに、支払いデータを作成
2:出庫の時　出庫先に、請求データ作成
3:　1と2"
3722,11030,"number",22,0," from oracle",0,"127.0.0.1",2015/03/21 15:10:26.619,2099/12/31,2015/03/21 15:10:26.619,0,0,"undefined"
3761,11161,"char",1,0,,0,"127.0.0.1",2015/03/22 16:10:13.841,2099/12/31,2015/03/22 16:10:13.841,0,0,"1:再納品　　既に支払済、又は請求済(入金済)"
3781,11203,"timestamp(6)",0,0," from oracle",0,"127.0.0.1",2015/03/25 22:10:30.874,2099/12/31,2016/08/07 22:53:44,0,0,"検収日"
3801,11303,"number",22,0," persons_id_chrg ",0,"127.0.0.1",2015/04/12 0:51:34.497,2099/12/31,2015/04/12 0:51:34.497,0,0,"undefined"
3802,11304,"number",22,0,,0,"127.0.0.1",2015/04/12 1:04:03.502,2099/12/31,2015/04/12 1:04:03.502,0,0,"undefined"
3807,11309,"number",22,0," persons_id_chrg  -->chrgpersons_id",0,"127.0.0.1",2015/04/12 1:06:44.216,2099/12/31,2015/04/12 1:06:44.216,0,0,"undefined"
3808,11306,"number",22,0," persons_id_chrg  -->chrgpersons_id",0,"127.0.0.1",2015/04/12 1:07:14.548,2099/12/31,2015/04/12 1:07:14.548,0,0,"undefined"
3809,11308,"number",22,0," persons_id_chrg  -->chrgpersons_id",0,"127.0.0.1",2015/04/12 1:07:27.615,2099/12/31,2015/04/12 1:07:27.615,0,0,"undefined"
3810,11310,"number",22,0," persons_id_chrg  -->chrgpersons_id",0,"127.0.0.1",2015/04/12 1:07:47.508,2099/12/31,2015/04/12 1:07:47.508,0,0,"undefined"
3811,11305,"number",22,0,"chrgpersons_id",0,"127.0.0.1",2015/04/12 1:14:16.214,2099/12/31,2015/04/12 1:14:16.214,0,0,"undefined"
3830,11402,"number",22,0,,0,"127.0.0.1",2015/04/12 17:16:07.756,2099/12/31,2015/04/12 17:16:07.756,0,0,"undefined"
3832,11406,"number",22,0," persons_id_chrg ",0,"127.0.0.1",2015/04/12 18:11:54.526,2099/12/31,2015/04/12 18:11:54.526,0,0,"undefined"
3835,11426,"number",22,0,,0,"127.0.0.1",2015/04/12 18:45:34.366,2099/12/31,2015/04/12 18:45:34.366,0,0,"undefined"
3838,11427,"number",22,0,,0,"127.0.0.1",2015/04/12 18:53:41.114,2099/12/31,2015/04/12 18:53:41.114,0,0,"undefined"
3843,11573,"number",22,0," persons_id_chrg  -->chrgpersons_id",0,"127.0.0.1",2015/04/12 21:53:54.682,2099/12/31,2015/04/12 21:53:54.682,0,0,"undefined"
3844,11585,"number",22,0,,0,"127.0.0.1",2015/04/13 23:11:11.793,2099/12/31,2015/04/13 23:11:11.793,0,0,"cpo = custords"
3845,11613,"number",22,0,,0,"127.0.0.1",2015/04/13 23:21:56.025,2099/12/31,2015/04/13 23:21:56.025,0,0,"cpo = custords"
3846,11614,"number",22,0,,0,"127.0.0.1",2015/04/13 23:42:04.150,2099/12/31,2015/04/13 23:42:43.575,0,0,"dle --> dealer"
3848,11615,"number",22,0,,0,"127.0.0.1",2015/04/13 23:44:03.086,2099/12/31,2015/04/13 23:44:03.086,0,0,"dle --> dealer"
3849,11681,"number",22,0,,0,"127.0.0.1",2015/04/14 20:02:58.381,2099/12/31,2015/04/14 20:02:58.381,0,0,"undefined"
3861,13483,"varchar2",50,0,,0,"127.0.0.1",2015/04/26 7:08:06.804,2099/12/31,2015/09/13 11:10:42.061,0,0,"mkxxxx用項目"
3881,11782,"varchar2",50,0,,0,"127.0.0.1",2015/04/26 9:21:15.685,2099/12/31,2015/10/13 21:49:37.732,0,0,"xxxrets mkxxxx用項目"
3903,12147,"number",22,0," from oracle",0,"127.0.0.1",2015/06/01 21:12:46.064,2099/12/31,2015/09/19 12:31:06.861,0,3,"undefined"
3941,12203,"number",0,0,,0,"127.0.0.1",2015/06/06 11:29:39.372,2099/12/31,2015/06/06 11:29:39.372,0,0,
3942,12204,"number",0,0,,0,"127.0.0.1",2015/06/06 11:30:04.077,2099/12/31,2015/06/06 11:30:04.077,0,0,"undefined"
3944,12206,"varchar2",10,0,,0,"127.0.0.1",2015/06/06 11:35:05.510,2099/12/31,2015/06/06 11:35:05.510,0,0,"undefined"
3946,12208,"number",0,0,,0,"127.0.0.1",2015/06/06 11:47:03.832,2099/12/31,2015/06/06 11:47:03.832,0,0,
3947,12209,"number",0,0,,0,"127.0.0.1",2015/06/06 11:47:11.636,2099/12/31,2015/06/06 11:47:11.636,0,0,
3949,12210,"number",0,0,,0,"127.0.0.1",2015/06/06 11:52:41.922,2099/12/31,2015/06/06 11:52:41.922,0,0,"undefined"
3961,12244,"varchar2",30,0,,0,"127.0.0.1",2015/06/07 15:59:49.252,2099/12/31,2017/01/14 20:19:43,0,0,"alloc : 引当て済
free : free　
 下記のsqlと同じ
 where srctblname = 'trngantts' 	and destblname = 'gantt[""trngantt_orgtblname""]'
 and destblid =  gantt[""trngantt_orgtblid""]"
3983,12281,"number",22,0,,0,"127.0.0.1",2015/06/10 22:14:02.600,2099/12/31,2015/06/10 22:14:02.600,0,0,
3985,12282,"number",22,0,,0,"127.0.0.1",2015/06/10 23:53:31.338,2099/12/31,2015/06/10 23:53:31.338,0,0,"undefined"
4001,12501,"number",0,2,,0,"127.0.0.1",2015/06/27 11:47:59.796,2099/12/31,2015/06/27 11:47:59.796,2,0,"undefined"
4002,12502,"char",1,0,,0,"127.0.0.1",2015/06/27 11:52:25.363,2099/12/31,2015/06/27 11:55:05.115,0,0,"1:個別に計算　　
2:まとめて計算"
4003,12503,"varchar2",2,0," from oracle",0,"127.0.0.1",2015/06/27 11:54:13.497,2099/12/31,2015/06/27 11:54:13.497,0,0,"丸め処理
-1:切り捨て　2:四捨五入 3:切り上げ"
4021,12541,"char",1,0,,0,"127.0.0.1",2015/06/28 20:42:47.053,2099/12/31,2015/06/28 20:42:47.053,0,0,"1:金型　特殊道具等をイメージ"
4062,12778,"varchar2",40,0,,0,"127.0.0.1",2015/07/20 20:35:26.037,2099/12/31,2015/08/05 19:03:16.479,0,0,"テーブル毎にシステムでユニークにする番号
id.to_sをsnoにすることを基本としている。
追加には、自動的にindexを作製するが、削除は対応してない。
必須項目"
4081,12821,"char",1,0,,0,"127.0.0.1",2015/07/28 23:01:40.931,2099/12/31,2015/07/28 23:01:40.931,0,0,"chkinst:""1""  発注数以上の受入は不可"
4101,9430,"varchar2",42,0,,0,"127.0.0.1",2015/08/16 21:20:24,2099/12/31,2015/09/18 17:47:54.080,0,0,"検索用"
4122,12922,"varchar2",42,0,,0,"127.0.0.1",2015/08/26 21:44:53,2099/12/31,2015/09/18 17:48:16.825,0,0,"検索用"
4124,12924,"number",38,0,,0,"127.0.0.1",2015/08/26 21:46:31,2099/12/31,2015/08/26 21:46:31,0,0,"undefined"
4125,12921,"varchar2",42,0,,0,"127.0.0.1",2015/08/26 21:55:35,2099/12/31,2015/09/18 17:46:26.856,0,0,"検索用"
4126,12923,"number",22,0," from oracle",0,"127.0.0.1",2015/08/26 21:57:18,2099/12/31,2015/08/26 21:57:18,0,0,"undefined"
4128,12925,"varchar2",18,0,,0,"127.0.0.1",2015/08/26 22:57:14,2099/12/31,2015/09/18 17:51:36.972,0,0,"mkxxxxででレコードの選択に使用
データ抽出に使用するので、タイプはvarchar"
4129,12926,"varchar2",30,0," from oracle",0,"127.0.0.1",2015/08/26 23:09:05,2099/12/31,2015/08/26 23:09:05,0,0,"undefined"
4141,12942,"number",0,0,,0,"127.0.0.1",2015/08/28 21:36:41,2099/12/31,2015/08/28 21:36:41,0,0,"undefined"
4142,12943,"number",22,0," from oracle",0,"127.0.0.1",2015/08/28 21:37:18,2099/12/31,2015/09/19 12:31:15.560,0,3,"undefined"
4159,12992,"number",22,0,,0,"127.0.0.1",2015/08/29 21:18:34,2099/12/31,2015/08/29 21:18:34,0,0,"chrgだと30バイトを超えたためcに変更"
